axis,start_time,end_time,duration_sec,peak_resid,label
Axis #7,2022-10-18 04:10:51.571000+00:00,2022-10-18 04:10:51.571000+00:00,0.0,4.4176,WARNING
Axis #7,2022-10-18 04:11:14.263000+00:00,2022-10-18 04:11:14.263000+00:00,0.0,4.3099,WARNING
Axis #8,2022-10-18 04:11:38.846000+00:00,2022-10-18 04:11:38.846000+00:00,0.0,0.9845,WARNING
Axis #2,2022-10-18 04:11:42.628000+00:00,2022-10-18 04:11:42.628000+00:00,0.0,15.9514,WARNING
Axis #6,2022-10-18 04:11:46.410000+00:00,2022-10-18 04:11:46.410000+00:00,0.0,3.6759,WARNING
Axis #7,2022-10-18 04:12:16.666000+00:00,2022-10-18 04:12:16.666000+00:00,0.0,6.8965,WARNING
Axis #4,2022-10-18 04:12:18.557000+00:00,2022-10-18 04:12:18.557000+00:00,0.0,3.3083,WARNING
Axis #7,2022-10-18 04:12:20.448000+00:00,2022-10-18 04:12:20.448000+00:00,0.0,4.8725,WARNING
Axis #4,2022-10-18 04:12:22.339000+00:00,2022-10-18 04:12:22.339000+00:00,0.0,4.205,WARNING
Axis #6,2022-10-18 04:12:39.358000+00:00,2022-10-18 04:12:39.358000+00:00,0.0,3.7322,WARNING
Axis #4,2022-10-18 04:13:07.723000+00:00,2022-10-18 04:13:07.723000+00:00,0.0,2.9905,WARNING
Axis #5,2022-10-18 04:13:19.069000+00:00,2022-10-18 04:13:19.069000+00:00,0.0,5.1021,WARNING
Axis #6,2022-10-18 04:13:26.633000+00:00,2022-10-18 04:13:26.633000+00:00,0.0,3.6657,WARNING
Axis #5,2022-10-18 04:13:30.415000+00:00,2022-10-18 04:13:30.415000+00:00,0.0,4.195,WARNING
Axis #1,2022-10-18 04:13:53.107000+00:00,2022-10-18 04:13:53.107000+00:00,0.0,5.0975,WARNING
Axis #3,2022-10-18 04:13:54.998000+00:00,2022-10-18 04:13:54.998000+00:00,0.0,11.287,WARNING
Axis #3,2022-10-18 04:14:08.235000+00:00,2022-10-18 04:14:08.235000+00:00,0.0,10.5048,WARNING
Axis #5,2022-10-18 04:14:08.235000+00:00,2022-10-18 04:14:08.235000+00:00,0.0,4.3333,WARNING
Axis #5,2022-10-18 04:14:15.799000+00:00,2022-10-18 04:14:15.799000+00:00,0.0,5.1894,WARNING
Axis #8,2022-10-18 04:14:30.927000+00:00,2022-10-18 04:14:32.818000+00:00,1.89,1.2052,WARNING
Axis #3,2022-10-18 04:14:36.600000+00:00,2022-10-18 04:14:36.600000+00:00,0.0,12.3088,WARNING
Axis #8,2022-10-18 04:14:36.600000+00:00,2022-10-18 04:14:36.600000+00:00,0.0,1.3155,WARNING
Axis #8,2022-10-18 04:14:40.382000+00:00,2022-10-18 04:14:40.382000+00:00,0.0,1.3967,WARNING
Axis #3,2022-10-18 04:14:42.273000+00:00,2022-10-18 04:14:42.273000+00:00,0.0,11.008,WARNING
Axis #5,2022-10-18 04:14:44.164000+00:00,2022-10-18 04:14:44.164000+00:00,0.0,4.6652,WARNING
Axis #2,2022-10-18 04:14:51.728000+00:00,2022-10-18 04:14:51.728000+00:00,0.0,14.219,WARNING
Axis #6,2022-10-18 04:14:57.401000+00:00,2022-10-18 04:14:57.401000+00:00,0.0,5.1384,WARNING
Axis #3,2022-10-18 04:15:01.183000+00:00,2022-10-18 04:15:01.183000+00:00,0.0,10.2484,WARNING
Axis #8,2022-10-18 04:15:08.747000+00:00,2022-10-18 04:15:08.747000+00:00,0.0,1.0105,WARNING
Axis #5,2022-10-18 04:15:14.420000+00:00,2022-10-18 04:15:14.420000+00:00,0.0,4.5028,WARNING
Axis #2,2022-10-18 04:15:21.984000+00:00,2022-10-18 04:15:21.984000+00:00,0.0,13.7894,WARNING
Axis #1,2022-10-18 04:15:39.003000+00:00,2022-10-18 04:15:39.003000+00:00,0.0,5.5234,WARNING
Axis #6,2022-10-18 04:15:56.022000+00:00,2022-10-18 04:15:56.022000+00:00,0.0,4.5464,WARNING
Axis #3,2022-10-18 04:16:11.150000+00:00,2022-10-18 04:16:11.150000+00:00,0.0,10.2224,WARNING
Axis #2,2022-10-18 04:16:20.605000+00:00,2022-10-18 04:16:20.605000+00:00,0.0,18.7786,WARNING
Axis #3,2022-10-18 04:16:22.496000+00:00,2022-10-18 04:16:22.496000+00:00,0.0,13.5989,WARNING
Axis #2,2022-10-18 04:16:43.297000+00:00,2022-10-18 04:16:43.297000+00:00,0.0,15.3356,WARNING
Axis #6,2022-10-18 04:17:05.989000+00:00,2022-10-18 04:17:05.989000+00:00,0.0,5.9001,WARNING
Axis #4,2022-10-18 04:17:07.880000+00:00,2022-10-18 04:17:07.880000+00:00,0.0,3.5031,WARNING
Axis #8,2022-10-18 04:17:15.444000+00:00,2022-10-18 04:17:15.444000+00:00,0.0,1.137,WARNING
Axis #5,2022-10-18 04:17:28.681000+00:00,2022-10-18 04:17:28.681000+00:00,0.0,4.1229,WARNING
Axis #5,2022-10-18 04:17:34.354000+00:00,2022-10-18 04:17:34.354000+00:00,0.0,4.5939,WARNING
Axis #6,2022-10-18 04:17:47.591000+00:00,2022-10-18 04:17:47.591000+00:00,0.0,3.8579,WARNING
Axis #8,2022-10-18 04:18:10.283000+00:00,2022-10-18 04:18:12.174000+00:00,1.89,1.0934,WARNING
Axis #2,2022-10-18 04:18:14.065000+00:00,2022-10-18 04:18:14.065000+00:00,0.0,13.7762,WARNING
Axis #6,2022-10-18 04:18:40.539000+00:00,2022-10-18 04:18:40.539000+00:00,0.0,4.0024,WARNING
Axis #4,2022-10-18 04:19:01.340000+00:00,2022-10-18 04:19:01.340000+00:00,0.0,4.1769,WARNING
Axis #5,2022-10-18 04:19:07.013000+00:00,2022-10-18 04:19:07.013000+00:00,0.0,4.1384,WARNING
Axis #3,2022-10-18 04:19:18.359000+00:00,2022-10-18 04:19:18.359000+00:00,0.0,13.1408,WARNING
Axis #6,2022-10-18 04:19:22.141000+00:00,2022-10-18 04:19:22.141000+00:00,0.0,4.1377,WARNING
Axis #2,2022-10-18 04:19:33.487000+00:00,2022-10-18 04:19:33.487000+00:00,0.0,18.7007,WARNING
Axis #1,2022-10-18 04:19:35.378000+00:00,2022-10-18 04:19:35.378000+00:00,0.0,4.3762,WARNING
Axis #7,2022-10-18 04:19:41.051000+00:00,2022-10-18 04:19:41.051000+00:00,0.0,5.1849,WARNING
Axis #6,2022-10-18 04:19:42.942000+00:00,2022-10-18 04:19:42.942000+00:00,0.0,4.7406,WARNING
Axis #5,2022-10-18 04:19:52.397000+00:00,2022-10-18 04:19:52.397000+00:00,0.0,4.3221,WARNING
Axis #7,2022-10-18 04:20:11.307000+00:00,2022-10-18 04:20:11.307000+00:00,0.0,4.9862,WARNING
Axis #1,2022-10-18 04:20:18.871000+00:00,2022-10-18 04:20:18.871000+00:00,0.0,4.2496,WARNING
Axis #3,2022-10-18 04:20:32.108000+00:00,2022-10-18 04:20:32.108000+00:00,0.0,10.1324,WARNING
Axis #3,2022-10-18 04:20:35.890000+00:00,2022-10-18 04:20:35.890000+00:00,0.0,11.709,WARNING
Axis #1,2022-10-18 04:20:37.781000+00:00,2022-10-18 04:20:37.781000+00:00,0.0,4.6052,WARNING
Axis #5,2022-10-18 04:20:41.563000+00:00,2022-10-18 04:20:41.563000+00:00,0.0,5.1696,WARNING
Axis #2,2022-10-18 04:20:49.127000+00:00,2022-10-18 04:20:49.127000+00:00,0.0,18.6096,WARNING
Axis #3,2022-10-18 04:20:52.909000+00:00,2022-10-18 04:20:52.909000+00:00,0.0,10.7801,WARNING
Axis #2,2022-10-18 04:20:58.582000+00:00,2022-10-18 04:20:58.582000+00:00,0.0,21.2953,WARNING
Axis #5,2022-10-18 04:21:11.819000+00:00,2022-10-18 04:21:11.819000+00:00,0.0,5.3143,WARNING
Axis #8,2022-10-18 04:21:19.383000+00:00,2022-10-18 04:21:19.383000+00:00,0.0,1.1172,WARNING
Axis #1,2022-10-18 04:21:23.165000+00:00,2022-10-18 04:21:23.165000+00:00,0.0,4.7615,WARNING
Axis #8,2022-10-18 04:21:34.511000+00:00,2022-10-18 04:21:34.511000+00:00,0.0,0.8299,WARNING
Axis #6,2022-10-18 04:21:36.402000+00:00,2022-10-18 04:21:36.402000+00:00,0.0,3.7903,WARNING
Axis #3,2022-10-18 04:22:02.876000+00:00,2022-10-18 04:22:02.876000+00:00,0.0,11.2538,WARNING
Axis #1,2022-10-18 04:22:04.767000+00:00,2022-10-18 04:22:04.767000+00:00,0.0,4.6677,WARNING
Axis #2,2022-10-18 04:22:06.658000+00:00,2022-10-18 04:22:06.658000+00:00,0.0,13.8138,WARNING
Axis #7,2022-10-18 04:22:08.549000+00:00,2022-10-18 04:22:08.549000+00:00,0.0,4.5604,WARNING
Axis #6,2022-10-18 04:22:29.350000+00:00,2022-10-18 04:22:29.350000+00:00,0.0,4.5942,WARNING
Axis #3,2022-10-18 04:22:33.132000+00:00,2022-10-18 04:22:33.132000+00:00,0.0,10.0384,WARNING
Axis #7,2022-10-18 04:22:44.478000+00:00,2022-10-18 04:22:44.478000+00:00,0.0,4.7038,WARNING
Axis #2,2022-10-18 04:23:01.497000+00:00,2022-10-18 04:23:01.497000+00:00,0.0,15.3984,WARNING
Axis #1,2022-10-18 04:23:05.279000+00:00,2022-10-18 04:23:05.279000+00:00,0.0,6.4652,WARNING
Axis #7,2022-10-18 04:23:27.971000+00:00,2022-10-18 04:23:27.971000+00:00,0.0,4.4377,WARNING
Axis #7,2022-10-18 04:23:33.644000+00:00,2022-10-18 04:23:33.644000+00:00,0.0,4.8603,WARNING
Axis #3,2022-10-18 04:23:39.317000+00:00,2022-10-18 04:23:39.317000+00:00,0.0,11.0359,WARNING
Axis #8,2022-10-18 04:23:44.990000+00:00,2022-10-18 04:23:44.990000+00:00,0.0,1.0859,WARNING
Axis #1,2022-10-18 04:24:00.118000+00:00,2022-10-18 04:24:00.118000+00:00,0.0,4.9493,WARNING
Axis #7,2022-10-18 04:24:00.118000+00:00,2022-10-18 04:24:00.118000+00:00,0.0,5.2293,WARNING
Axis #6,2022-10-18 04:24:07.682000+00:00,2022-10-18 04:24:07.682000+00:00,0.0,4.2195,WARNING
Axis #1,2022-10-18 04:24:09.573000+00:00,2022-10-18 04:24:09.573000+00:00,0.0,4.7689,WARNING
Axis #4,2022-10-18 04:24:13.355000+00:00,2022-10-18 04:24:13.355000+00:00,0.0,3.7513,WARNING
Axis #8,2022-10-18 04:24:17.137000+00:00,2022-10-18 04:24:17.137000+00:00,0.0,0.8706,WARNING
Axis #8,2022-10-18 04:24:41.720000+00:00,2022-10-18 04:24:41.720000+00:00,0.0,1.0575,WARNING
Axis #3,2022-10-18 04:24:51.175000+00:00,2022-10-18 04:24:51.175000+00:00,0.0,12.151,WARNING
Axis #4,2022-10-18 04:25:02.521000+00:00,2022-10-18 04:25:02.521000+00:00,0.0,3.0767,WARNING
Axis #6,2022-10-18 04:25:10.085000+00:00,2022-10-18 04:25:10.085000+00:00,0.0,4.1872,WARNING
Axis #6,2022-10-18 04:25:15.758000+00:00,2022-10-18 04:25:15.758000+00:00,0.0,3.9665,WARNING
Axis #2,2022-10-18 04:25:47.905000+00:00,2022-10-18 04:25:47.905000+00:00,0.0,18.1582,WARNING
Axis #4,2022-10-18 04:25:49.796000+00:00,2022-10-18 04:25:49.796000+00:00,0.0,3.6171,WARNING
Axis #2,2022-10-18 04:26:10.597000+00:00,2022-10-18 04:26:10.597000+00:00,0.0,14.1994,WARNING
Axis #7,2022-10-18 04:26:18.161000+00:00,2022-10-18 04:26:18.161000+00:00,0.0,4.9685,WARNING
Axis #4,2022-10-18 04:26:27.616000+00:00,2022-10-18 04:26:27.616000+00:00,0.0,5.1935,WARNING
Axis #8,2022-10-18 04:26:33.289000+00:00,2022-10-18 04:26:33.289000+00:00,0.0,0.9626,WARNING
Axis #5,2022-10-18 04:26:50.308000+00:00,2022-10-18 04:26:50.308000+00:00,0.0,4.1723,WARNING
Axis #3,2022-10-18 04:26:57.872000+00:00,2022-10-18 04:26:57.872000+00:00,0.0,9.9724,WARNING
Axis #3,2022-10-18 04:27:03.545000+00:00,2022-10-18 04:27:03.545000+00:00,0.0,10.2714,WARNING
Axis #4,2022-10-18 04:27:11.109000+00:00,2022-10-18 04:27:11.109000+00:00,0.0,3.1083,WARNING
Axis #8,2022-10-18 04:27:13+00:00,2022-10-18 04:27:13+00:00,0.0,0.9292,WARNING
Axis #4,2022-10-18 04:27:20.564000+00:00,2022-10-18 04:27:20.564000+00:00,0.0,3.8403,WARNING
Axis #7,2022-10-18 04:27:26.237000+00:00,2022-10-18 04:27:26.237000+00:00,0.0,5.8612,WARNING
Axis #4,2022-10-18 04:27:37.583000+00:00,2022-10-18 04:27:37.583000+00:00,0.0,3.3634,WARNING
Axis #1,2022-10-18 04:27:39.474000+00:00,2022-10-18 04:27:39.474000+00:00,0.0,4.5785,WARNING
Axis #2,2022-10-18 04:27:39.474000+00:00,2022-10-18 04:27:39.474000+00:00,0.0,20.5477,WARNING
Axis #7,2022-10-18 04:28:13.512000+00:00,2022-10-18 04:28:13.512000+00:00,0.0,4.6767,WARNING
Axis #6,2022-10-18 04:28:49.441000+00:00,2022-10-18 04:28:49.441000+00:00,0.0,4.8154,WARNING
Axis #3,2022-10-18 04:28:51.332000+00:00,2022-10-18 04:28:51.332000+00:00,0.0,10.7987,WARNING
Axis #1,2022-10-18 04:28:58.896000+00:00,2022-10-18 04:28:58.896000+00:00,0.0,4.6408,WARNING
Axis #4,2022-10-18 04:29:04.569000+00:00,2022-10-18 04:29:04.569000+00:00,0.0,3.9463,WARNING
Axis #1,2022-10-18 04:29:08.351000+00:00,2022-10-18 04:29:08.351000+00:00,0.0,4.4897,WARNING
Axis #3,2022-10-18 04:29:17.806000+00:00,2022-10-18 04:29:17.806000+00:00,0.0,13.1418,WARNING
Axis #4,2022-10-18 04:29:17.806000+00:00,2022-10-18 04:29:17.806000+00:00,0.0,3.2816,WARNING
Axis #8,2022-10-18 04:29:23.479000+00:00,2022-10-18 04:29:23.479000+00:00,0.0,1.0425,WARNING
Axis #5,2022-10-18 04:29:34.825000+00:00,2022-10-18 04:29:34.825000+00:00,0.0,5.506,WARNING
Axis #7,2022-10-18 04:29:40.498000+00:00,2022-10-18 04:29:40.498000+00:00,0.0,4.8335,WARNING
Axis #8,2022-10-18 04:29:44.280000+00:00,2022-10-18 04:29:44.280000+00:00,0.0,1.1912,WARNING
Axis #1,2022-10-18 04:29:57.517000+00:00,2022-10-18 04:29:59.408000+00:00,1.89,4.5439,WARNING
Axis #1,2022-10-18 04:30:12.645000+00:00,2022-10-18 04:30:12.645000+00:00,0.0,4.3723,WARNING
Axis #3,2022-10-18 04:30:16.427000+00:00,2022-10-18 04:30:16.427000+00:00,0.0,10.7446,WARNING
Axis #7,2022-10-18 04:30:37.228000+00:00,2022-10-18 04:30:37.228000+00:00,0.0,4.2024,WARNING
Axis #8,2022-10-18 04:30:39.119000+00:00,2022-10-18 04:30:39.119000+00:00,0.0,0.8783,WARNING
Axis #1,2022-10-18 04:30:48.574000+00:00,2022-10-18 04:30:48.574000+00:00,0.0,4.2999,WARNING
Axis #8,2022-10-18 04:30:48.574000+00:00,2022-10-18 04:30:48.574000+00:00,0.0,1.0208,WARNING
Axis #8,2022-10-18 04:31:13.157000+00:00,2022-10-18 04:31:13.157000+00:00,0.0,0.9004,WARNING
Axis #4,2022-10-18 04:31:15.048000+00:00,2022-10-18 04:31:15.048000+00:00,0.0,3.2139,WARNING
Axis #1,2022-10-18 04:31:16.939000+00:00,2022-10-18 04:31:16.939000+00:00,0.0,6.0304,WARNING
Axis #5,2022-10-18 04:31:24.503000+00:00,2022-10-18 04:31:24.503000+00:00,0.0,5.2239,WARNING
Axis #2,2022-10-18 04:31:26.394000+00:00,2022-10-18 04:31:26.394000+00:00,0.0,13.9815,WARNING
Axis #7,2022-10-18 04:31:45.304000+00:00,2022-10-18 04:31:45.304000+00:00,0.0,4.405,WARNING
Axis #6,2022-10-18 04:31:47.195000+00:00,2022-10-18 04:31:47.195000+00:00,0.0,3.9806,WARNING
Axis #1,2022-10-18 04:32:06.105000+00:00,2022-10-18 04:32:06.105000+00:00,0.0,4.4786,WARNING
Axis #4,2022-10-18 04:32:23.124000+00:00,2022-10-18 04:32:23.124000+00:00,0.0,3.7366,WARNING
Axis #4,2022-10-18 04:32:26.906000+00:00,2022-10-18 04:32:26.906000+00:00,0.0,4.2679,WARNING
Axis #3,2022-10-18 04:32:30.688000+00:00,2022-10-18 04:32:30.688000+00:00,0.0,11.5739,WARNING
Axis #5,2022-10-18 04:32:42.034000+00:00,2022-10-18 04:32:42.034000+00:00,0.0,4.2387,WARNING
Axis #3,2022-10-18 04:32:45.816000+00:00,2022-10-18 04:32:45.816000+00:00,0.0,10.2216,WARNING
Axis #8,2022-10-18 04:32:57.162000+00:00,2022-10-18 04:32:57.162000+00:00,0.0,1.1945,WARNING
Axis #2,2022-10-18 04:33:16.072000+00:00,2022-10-18 04:33:16.072000+00:00,0.0,20.0766,WARNING
Axis #6,2022-10-18 04:33:16.072000+00:00,2022-10-18 04:33:16.072000+00:00,0.0,4.0068,WARNING
Axis #5,2022-10-18 04:33:31.200000+00:00,2022-10-18 04:33:31.200000+00:00,0.0,5.7893,WARNING
Axis #3,2022-10-18 04:33:36.873000+00:00,2022-10-18 04:33:36.873000+00:00,0.0,10.3091,WARNING
Axis #6,2022-10-18 04:33:38.764000+00:00,2022-10-18 04:33:38.764000+00:00,0.0,4.7949,WARNING
Axis #3,2022-10-18 04:33:44.437000+00:00,2022-10-18 04:33:44.437000+00:00,0.0,12.1076,WARNING
Axis #5,2022-10-18 04:33:48.219000+00:00,2022-10-18 04:33:48.219000+00:00,0.0,4.7443,WARNING
Axis #8,2022-10-18 04:33:55.783000+00:00,2022-10-18 04:33:55.783000+00:00,0.0,0.8634,WARNING
Axis #4,2022-10-18 04:34:01.456000+00:00,2022-10-18 04:34:01.456000+00:00,0.0,3.5977,WARNING
Axis #8,2022-10-18 04:34:07.129000+00:00,2022-10-18 04:34:07.129000+00:00,0.0,0.9002,WARNING
Axis #2,2022-10-18 04:34:26.039000+00:00,2022-10-18 04:34:26.039000+00:00,0.0,13.8163,WARNING
Axis #3,2022-10-18 04:34:29.821000+00:00,2022-10-18 04:34:29.821000+00:00,0.0,10.051,WARNING
Axis #4,2022-10-18 04:34:35.494000+00:00,2022-10-18 04:34:35.494000+00:00,0.0,3.596,WARNING
Axis #7,2022-10-18 04:34:41.167000+00:00,2022-10-18 04:34:41.167000+00:00,0.0,4.9107,WARNING
Axis #1,2022-10-18 04:34:43.058000+00:00,2022-10-18 04:34:43.058000+00:00,0.0,4.288,WARNING
Axis #4,2022-10-18 04:35:01.968000+00:00,2022-10-18 04:35:01.968000+00:00,0.0,3.0514,WARNING
Axis #8,2022-10-18 04:35:11.423000+00:00,2022-10-18 04:35:11.423000+00:00,0.0,1.176,WARNING
Axis #3,2022-10-18 04:35:13.314000+00:00,2022-10-18 04:35:13.314000+00:00,0.0,12.2132,WARNING
Axis #1,2022-10-18 04:35:20.878000+00:00,2022-10-18 04:35:20.878000+00:00,0.0,4.7876,WARNING
Axis #5,2022-10-18 04:35:41.679000+00:00,2022-10-18 04:35:41.679000+00:00,0.0,5.3123,WARNING
Axis #6,2022-10-18 04:35:49.243000+00:00,2022-10-18 04:35:49.243000+00:00,0.0,4.6859,WARNING
Axis #2,2022-10-18 04:35:51.134000+00:00,2022-10-18 04:35:51.134000+00:00,0.0,16.6677,WARNING
Axis #3,2022-10-18 04:35:58.698000+00:00,2022-10-18 04:35:58.698000+00:00,0.0,11.0836,WARNING
Axis #5,2022-10-18 04:35:58.698000+00:00,2022-10-18 04:35:58.698000+00:00,0.0,4.3339,WARNING
Axis #1,2022-10-18 04:36:00.589000+00:00,2022-10-18 04:36:00.589000+00:00,0.0,4.3763,WARNING
Axis #6,2022-10-18 04:36:04.371000+00:00,2022-10-18 04:36:04.371000+00:00,0.0,4.8438,WARNING
Axis #2,2022-10-18 04:36:36.518000+00:00,2022-10-18 04:36:36.518000+00:00,0.0,19.4198,WARNING
Axis #3,2022-10-18 04:36:36.518000+00:00,2022-10-18 04:36:36.518000+00:00,0.0,12.1055,WARNING
Axis #8,2022-10-18 04:37:01.101000+00:00,2022-10-18 04:37:01.101000+00:00,0.0,0.9589,WARNING
Axis #4,2022-10-18 04:37:06.774000+00:00,2022-10-18 04:37:06.774000+00:00,0.0,4.0714,WARNING
Axis #8,2022-10-18 04:37:10.556000+00:00,2022-10-18 04:37:10.556000+00:00,0.0,1.001,WARNING
Axis #6,2022-10-18 04:37:16.229000+00:00,2022-10-18 04:37:16.229000+00:00,0.0,3.8249,WARNING
Axis #1,2022-10-18 04:37:20.011000+00:00,2022-10-18 04:37:20.011000+00:00,0.0,7.3226,WARNING
Axis #8,2022-10-18 04:37:35.139000+00:00,2022-10-18 04:37:35.139000+00:00,0.0,1.3133,WARNING
Axis #8,2022-10-18 04:37:44.594000+00:00,2022-10-18 04:37:44.594000+00:00,0.0,0.8285,WARNING
Axis #2,2022-10-18 04:37:48.376000+00:00,2022-10-18 04:37:48.376000+00:00,0.0,17.9948,WARNING
Axis #3,2022-10-18 04:38:12.959000+00:00,2022-10-18 04:38:12.959000+00:00,0.0,12.8291,WARNING
Axis #3,2022-10-18 04:38:18.632000+00:00,2022-10-18 04:38:18.632000+00:00,0.0,10.733,WARNING
Axis #4,2022-10-18 04:38:28.087000+00:00,2022-10-18 04:38:28.087000+00:00,0.0,3.6366,WARNING
Axis #3,2022-10-18 04:39:19.144000+00:00,2022-10-18 04:39:19.144000+00:00,0.0,14.8257,WARNING
Axis #5,2022-10-18 04:39:30.490000+00:00,2022-10-18 04:39:30.490000+00:00,0.0,4.3825,WARNING
Axis #2,2022-10-18 04:39:47.509000+00:00,2022-10-18 04:39:47.509000+00:00,0.0,14.61,WARNING
Axis #3,2022-10-18 04:40:04.528000+00:00,2022-10-18 04:40:04.528000+00:00,0.0,10.3935,WARNING
Axis #2,2022-10-18 04:40:12.092000+00:00,2022-10-18 04:40:12.092000+00:00,0.0,15.088,WARNING
Axis #2,2022-10-18 04:40:25.329000+00:00,2022-10-18 04:40:25.329000+00:00,0.0,16.6195,WARNING
Axis #5,2022-10-18 04:40:25.329000+00:00,2022-10-18 04:40:25.329000+00:00,0.0,4.9569,WARNING
Axis #7,2022-10-18 04:40:25.329000+00:00,2022-10-18 04:40:25.329000+00:00,0.0,4.999,WARNING
Axis #1,2022-10-18 04:40:29.111000+00:00,2022-10-18 04:40:29.111000+00:00,0.0,4.741,WARNING
Axis #5,2022-10-18 04:40:40.457000+00:00,2022-10-18 04:40:40.457000+00:00,0.0,6.3981,WARNING
Axis #8,2022-10-18 04:40:40.457000+00:00,2022-10-18 04:40:40.457000+00:00,0.0,1.0456,WARNING
Axis #4,2022-10-18 04:40:42.348000+00:00,2022-10-18 04:40:42.348000+00:00,0.0,3.296,WARNING
Axis #3,2022-10-18 04:40:46.130000+00:00,2022-10-18 04:40:46.130000+00:00,0.0,12.5206,WARNING
Axis #1,2022-10-18 04:40:49.912000+00:00,2022-10-18 04:40:49.912000+00:00,0.0,4.4261,WARNING
Axis #2,2022-10-18 04:40:53.694000+00:00,2022-10-18 04:40:53.694000+00:00,0.0,15.3992,WARNING
Axis #5,2022-10-18 04:41:27.732000+00:00,2022-10-18 04:41:27.732000+00:00,0.0,5.3142,WARNING
Axis #5,2022-10-18 04:41:31.514000+00:00,2022-10-18 04:41:31.514000+00:00,0.0,4.4727,WARNING
Axis #8,2022-10-18 04:41:33.405000+00:00,2022-10-18 04:41:33.405000+00:00,0.0,1.3609,WARNING
Axis #2,2022-10-18 04:41:35.296000+00:00,2022-10-18 04:41:35.296000+00:00,0.0,17.8658,WARNING
Axis #5,2022-10-18 04:41:40.969000+00:00,2022-10-18 04:41:40.969000+00:00,0.0,5.8084,WARNING
Axis #4,2022-10-18 04:41:50.424000+00:00,2022-10-18 04:41:50.424000+00:00,0.0,3.1822,WARNING
Axis #5,2022-10-18 04:41:57.988000+00:00,2022-10-18 04:41:57.988000+00:00,0.0,5.3939,WARNING
Axis #6,2022-10-18 04:41:59.879000+00:00,2022-10-18 04:41:59.879000+00:00,0.0,4.5115,WARNING
Axis #3,2022-10-18 04:42:20.680000+00:00,2022-10-18 04:42:20.680000+00:00,0.0,10.556,WARNING
Axis #8,2022-10-18 04:42:33.917000+00:00,2022-10-18 04:42:33.917000+00:00,0.0,0.8763,WARNING
Axis #5,2022-10-18 04:42:41.481000+00:00,2022-10-18 04:42:41.481000+00:00,0.0,4.5888,WARNING
Axis #5,2022-10-18 04:42:50.936000+00:00,2022-10-18 04:42:50.936000+00:00,0.0,4.9025,WARNING
Axis #4,2022-10-18 04:42:52.827000+00:00,2022-10-18 04:42:52.827000+00:00,0.0,3.364,WARNING
Axis #2,2022-10-18 04:42:54.718000+00:00,2022-10-18 04:42:54.718000+00:00,0.0,14.4598,WARNING
Axis #3,2022-10-18 04:43:02.282000+00:00,2022-10-18 04:43:02.282000+00:00,0.0,12.0726,WARNING
Axis #8,2022-10-18 04:43:07.955000+00:00,2022-10-18 04:43:07.955000+00:00,0.0,1.1065,WARNING
Axis #8,2022-10-18 04:43:21.192000+00:00,2022-10-18 04:43:21.192000+00:00,0.0,0.8461,WARNING
Axis #2,2022-10-18 04:43:47.666000+00:00,2022-10-18 04:43:47.666000+00:00,0.0,15.2318,WARNING
Axis #1,2022-10-18 04:44:04.685000+00:00,2022-10-18 04:44:04.685000+00:00,0.0,4.9699,WARNING
Axis #3,2022-10-18 04:44:12.249000+00:00,2022-10-18 04:44:12.249000+00:00,0.0,10.4318,WARNING
Axis #8,2022-10-18 04:44:34.941000+00:00,2022-10-18 04:44:34.941000+00:00,0.0,1.1448,WARNING
Axis #7,2022-10-18 04:44:36.832000+00:00,2022-10-18 04:44:36.832000+00:00,0.0,4.2709,WARNING
Axis #2,2022-10-18 04:44:40.614000+00:00,2022-10-18 04:44:40.614000+00:00,0.0,17.8739,WARNING
Axis #7,2022-10-18 04:44:40.614000+00:00,2022-10-18 04:44:40.614000+00:00,0.0,4.6729,WARNING
Axis #8,2022-10-18 04:44:48.178000+00:00,2022-10-18 04:44:48.178000+00:00,0.0,1.0209,WARNING
Axis #2,2022-10-18 04:44:50.069000+00:00,2022-10-18 04:44:50.069000+00:00,0.0,16.0949,WARNING
Axis #3,2022-10-18 04:44:55.742000+00:00,2022-10-18 04:44:55.742000+00:00,0.0,15.6004,WARNING
Axis #8,2022-10-18 04:44:57.633000+00:00,2022-10-18 04:44:57.633000+00:00,0.0,0.9401,WARNING
Axis #1,2022-10-18 04:44:59.524000+00:00,2022-10-18 04:44:59.524000+00:00,0.0,4.2967,WARNING
Axis #4,2022-10-18 04:45:03.306000+00:00,2022-10-18 04:45:03.306000+00:00,0.0,3.339,WARNING
Axis #2,2022-10-18 04:45:29.780000+00:00,2022-10-18 04:45:29.780000+00:00,0.0,13.7056,WARNING
Axis #4,2022-10-18 04:45:33.562000+00:00,2022-10-18 04:45:33.562000+00:00,0.0,3.346,WARNING
Axis #6,2022-10-18 04:45:33.562000+00:00,2022-10-18 04:45:33.562000+00:00,0.0,3.7879,WARNING
Axis #3,2022-10-18 04:45:35.453000+00:00,2022-10-18 04:45:35.453000+00:00,0.0,12.9784,WARNING
Axis #7,2022-10-18 04:45:37.344000+00:00,2022-10-18 04:45:37.344000+00:00,0.0,4.3846,WARNING
Axis #1,2022-10-18 04:45:39.235000+00:00,2022-10-18 04:45:39.235000+00:00,0.0,4.2212,WARNING
Axis #8,2022-10-18 04:46:03.818000+00:00,2022-10-18 04:46:03.818000+00:00,0.0,0.8499,WARNING
